periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1995-W52,1995-12-25,1995-12-31,5,1992-12-28,1995-12-24,0.115605,0.014131,0.118876,0.049386,7.241,55.4402,7.4458,0.007332
1996-W01,1996-01-01,1996-01-07,5,1993-01-04,1995-12-31,0.057972,0.006127,0.078277,0.024939,3.6783,24.6675,4.9666,0.003717
1996-W02,1996-01-08,1996-01-14,5,1993-01-11,1996-01-07,0.095869,0.011215,0.105903,0.038687,6.1383,45.9786,6.7808,0.006124
1996-W03,1996-01-15,1996-01-21,5,1993-01-18,1996-01-14,0.211671,0.046658,0.216005,0.082509,13.7083,195.6909,13.989,0.013554
1996-W04,1996-01-22,1996-01-28,5,1993-01-25,1996-01-21,0.346889,0.131085,0.362057,0.128473,22.7653,564.5738,23.7608,0.022228
1996-W05,1996-01-29,1996-02-04,5,1993-02-01,1996-01-28,0.268763,0.080813,0.284277,0.100361,17.9078,358.7778,18.9414,0.017435
1996-W06,1996-02-05,1996-02-11,5,1993-02-08,1996-02-04,0.108961,0.014642,0.121006,0.042963,7.3672,66.9386,8.1816,0.007209
1996-W07,1996-02-12,1996-02-18,5,1993-02-15,1996-02-11,0.069798,0.007218,0.084961,0.02735,4.7786,33.8339,5.8167,0.004653
1996-W08,1996-02-19,1996-02-25,5,1993-02-22,1996-02-18,0.136431,0.024788,0.157442,0.052642,9.4633,119.2624,10.9207,0.009154
1996-W09,1996-02-26,1996-03-03,5,1993-03-01,1996-02-25,0.159929,0.0322,0.179443,0.061496,11.2563,159.5107,12.6298,0.010835
1996-W10,1996-03-04,1996-03-10,5,1993-03-08,1996-03-03,0.084592,0.011012,0.104939,0.032785,6.045,56.2361,7.4991,0.005801
1996-W11,1996-03-11,1996-03-17,5,1993-03-15,1996-03-10,0.089813,0.012454,0.111597,0.035181,6.516,65.5515,8.0964,0.006238
1996-W12,1996-03-18,1996-03-24,5,1993-03-22,1996-03-17,0.117516,0.017899,0.133789,0.046657,8.6525,97.0353,9.8506,0.008267
1996-W13,1996-03-25,1996-03-31,5,1993-03-29,1996-03-24,0.0642,0.004623,0.067993,0.025859,4.7964,25.8039,5.0798,0.004575
1996-W14,1996-04-01,1996-04-07,5,1993-04-05,1996-03-31,0.041602,0.002054,0.045322,0.017554,3.1519,11.7902,3.4337,0.003018
1996-W15,1996-04-08,1996-04-14,5,1993-04-12,1996-04-07,0.025231,0.001031,0.032108,0.010731,1.9353,6.0655,2.4628,0.001849
1996-W16,1996-04-15,1996-04-21,5,1993-04-19,1996-04-14,0.071839,0.007086,0.084178,0.030176,5.5785,42.7271,6.5366,0.005297
1996-W17,1996-04-22,1996-04-28,5,1993-04-26,1996-04-21,0.052052,0.003385,0.058177,0.022224,4.0941,20.9387,4.5759,0.003883
1996-W18,1996-04-29,1996-05-05,5,1993-05-03,1996-04-28,0.095204,0.010236,0.101171,0.04003,7.5818,64.9151,8.057,0.007144
1996-W19,1996-05-06,1996-05-12,5,1993-05-10,1996-05-05,0.089861,0.009471,0.097321,0.038403,7.2493,61.6383,7.851,0.006823
1996-W20,1996-05-13,1996-05-19,5,1993-05-17,1996-05-12,0.084947,0.009163,0.095724,0.036457,6.9402,61.1629,7.8207,0.006511
1996-W21,1996-05-20,1996-05-26,5,1993-05-24,1996-05-19,0.106018,0.011497,0.107224,0.046151,8.7715,78.6992,8.8713,0.008217
1996-W22,1996-05-27,1996-06-02,5,1993-05-31,1996-05-26,0.089719,0.008325,0.091243,0.039165,7.5151,58.4113,7.6427,0.007016
1996-W23,1996-06-03,1996-06-09,5,1993-06-07,1996-06-02,0.065248,0.004402,0.06635,0.028733,5.5305,31.6281,5.6239,0.005152
1996-W24,1996-06-10,1996-06-16,5,1993-06-14,1996-06-09,0.051833,0.003505,0.0592,0.023505,4.4459,25.7842,5.0778,0.004147
1996-W25,1996-06-17,1996-06-23,5,1993-06-21,1996-06-16,0.042474,0.002323,0.048194,0.019776,3.6839,17.4726,4.18,0.00344
1996-W26,1996-06-24,1996-06-30,5,1993-06-28,1996-06-23,0.023048,0.000574,0.023958,0.011023,2.0199,4.4087,2.0997,0.001888
1996-W27,1996-07-01,1996-07-07,5,1993-07-05,1996-06-30,0.036472,0.001792,0.042333,0.017836,3.227,14.0292,3.7456,0.003018
1996-W28,1996-07-08,1996-07-14,5,1993-07-12,1996-07-07,0.05249,0.003275,0.05723,0.026757,4.6872,26.1161,5.1104,0.0044
1996-W29,1996-07-15,1996-07-21,5,1993-07-19,1996-07-14,0.08908,0.008779,0.093694,0.047059,8.023,71.2088,8.4385,0.007552
1996-W30,1996-07-22,1996-07-28,5,1993-07-26,1996-07-21,0.102505,0.011488,0.107181,0.055637,9.3044,94.6511,9.7289,0.008771
1996-W31,1996-07-29,1996-08-04,5,1993-08-02,1996-07-28,0.117536,0.014599,0.120828,0.065751,10.747,122.0584,11.048,0.010151
1996-W32,1996-08-05,1996-08-11,5,1993-08-09,1996-08-04,0.242582,0.062697,0.250394,0.149765,22.3303,531.2747,23.0494,0.021345
1996-W33,1996-08-12,1996-08-18,5,1993-08-16,1996-08-11,0.299741,0.102,0.319375,0.205134,27.7325,873.1512,29.5491,0.026806
1996-W34,1996-08-19,1996-08-25,5,1993-08-23,1996-08-18,0.216318,0.050221,0.224099,0.143274,20.0949,433.3813,20.8178,0.019314
1996-W35,1996-08-26,1996-09-01,5,1993-08-30,1996-08-25,0.173443,0.030965,0.175969,0.1153,16.1793,269.452,16.415,0.015529
1996-W36,1996-09-02,1996-09-08,5,1993-09-06,1996-09-01,0.129011,0.018965,0.137712,0.085957,12.0814,166.312,12.8962,0.011577
1996-W37,1996-09-09,1996-09-15,5,1993-09-13,1996-09-08,0.055816,0.005827,0.076335,0.038338,5.2468,51.4891,7.1756,0.005038
1996-W38,1996-09-16,1996-09-22,5,1993-09-20,1996-09-15,0.152021,0.026757,0.163575,0.110709,14.3443,238.2245,15.4345,0.013851
1996-W39,1996-09-23,1996-09-29,5,1993-09-27,1996-09-22,0.172182,0.035591,0.188656,0.134875,16.2905,318.5899,17.8491,0.01584
1996-W40,1996-09-30,1996-10-06,5,1993-10-04,1996-09-29,0.238627,0.060236,0.245429,0.202183,22.6205,541.2721,23.2653,0.022158
1996-W41,1996-10-07,1996-10-13,5,1993-10-11,1996-10-06,0.314076,0.100138,0.316445,0.291432,29.8002,901.5003,30.025,0.029432
1996-W42,1996-10-14,1996-10-20,5,1993-10-18,1996-10-13,0.225945,0.053961,0.232294,0.205755,21.4516,486.3992,22.0545,0.021119
1996-W43,1996-10-21,1996-10-27,5,1993-10-25,1996-10-20,0.188555,0.03607,0.18992,0.175537,17.9122,325.5115,18.0419,0.01765
1996-W44,1996-10-28,1996-11-03,5,1993-11-01,1996-10-27,0.312156,0.099118,0.31483,0.329811,29.6642,895.1017,29.9182,0.029541
1996-W45,1996-11-04,1996-11-10,5,1993-11-08,1996-11-03,0.223969,0.052967,0.230145,0.242417,21.2731,477.8459,21.8597,0.021209
1996-W46,1996-11-11,1996-11-17,5,1993-11-15,1996-11-10,0.227257,0.055665,0.235934,0.263142,21.5627,501.1344,22.386,0.021597
1996-W47,1996-11-18,1996-11-24,5,1993-11-22,1996-11-17,0.269065,0.07482,0.273533,0.334745,25.4925,671.6327,25.9159,0.025651
1996-W48,1996-11-25,1996-12-01,5,1993-11-29,1996-11-24,0.178766,0.032714,0.18087,0.22345,16.9064,292.5937,17.1054,0.017001
1996-W49,1996-12-02,1996-12-08,5,1993-12-06,1996-12-01,0.071489,0.009173,0.095774,0.087181,6.7463,81.6879,9.0381,0.006764
1996-W50,1996-12-09,1996-12-15,5,1993-12-13,1996-12-08,0.093397,0.009342,0.096654,0.113199,8.7892,82.732,9.0957,0.008799
1996-W51,1996-12-16,1996-12-22,5,1993-12-20,1996-12-15,0.027611,0.001166,0.03414,0.03277,2.5899,10.2552,3.2024,0.002586
1996-W52,1996-12-23,1996-12-29,5,1993-12-27,1996-12-22,0.024059,0.000695,0.026357,0.02834,2.25,6.0757,2.4649,0.002243
1996-W01,1996-12-30,1997-01-05,5,1994-01-03,1996-12-29,0.044781,0.002555,0.050551,0.05153,4.1749,22.2107,4.7128,0.00415
1997-W02,1997-01-06,1997-01-12,5,1994-01-10,1997-01-05,0.215187,0.048357,0.219902,0.213348,20.0051,417.9356,20.4435,0.019608
1997-W03,1997-01-13,1997-01-19,5,1994-01-17,1997-01-12,0.179986,0.035047,0.18721,0.180691,16.7134,302.2094,17.3842,0.01638
1997-W04,1997-01-20,1997-01-26,5,1994-01-24,1997-01-19,0.1765,0.046912,0.216592,0.152451,16.3641,403.2565,20.0812,0.01577
1997-W05,1997-01-27,1997-02-02,5,1994-01-31,1997-01-26,0.412143,0.210396,0.45869,0.301418,38.1786,1805.4391,42.4905,0.036085
1997-W06,1997-02-03,1997-02-09,5,1994-02-07,1997-02-02,0.496433,0.256722,0.506678,0.332384,46.0208,2206.231,46.9705,0.042997
1997-W07,1997-02-10,1997-02-16,5,1994-02-14,1997-02-09,0.199919,0.04556,0.213449,0.132292,18.572,393.1838,19.8289,0.017296
1997-W08,1997-02-17,1997-02-23,5,1994-02-21,1997-02-16,0.161357,0.048878,0.221084,0.106622,15.0202,423.5374,20.58,0.013961
1997-W09,1997-02-24,1997-03-02,5,1994-02-28,1997-02-23,0.16767,0.039354,0.198378,0.109678,15.6398,342.4041,18.5042,0.01449
1997-W10,1997-03-03,1997-03-09,5,1994-03-07,1997-03-02,0.100347,0.015709,0.125335,0.074679,9.3817,137.3062,11.7178,0.008815
1997-W11,1997-03-10,1997-03-16,5,1994-03-14,1997-03-09,0.246206,0.065387,0.25571,0.192697,23.0359,572.4146,23.9252,0.021741
1997-W12,1997-03-17,1997-03-23,5,1994-03-21,1997-03-16,0.202081,0.044601,0.211189,0.159112,18.9034,390.274,19.7554,0.017829
1997-W13,1997-03-24,1997-03-30,5,1994-03-28,1997-03-23,0.115831,0.014198,0.119157,0.092355,10.8325,124.1783,11.1435,0.010216
1997-W14,1997-03-31,1997-04-06,5,1994-04-04,1997-03-30,0.081736,0.008258,0.090873,0.065459,7.6395,72.1393,8.4935,0.007199
1997-W15,1997-04-07,1997-04-13,5,1994-04-11,1997-04-06,0.075755,0.005801,0.076166,0.060827,7.0753,50.6052,7.1137,0.00666
