periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1996,1996-01-01,1996-12-31,262,1993-01-01,1995-12-31,0.565622,0.458322,0.676995,0.172174,35.9308,1849.4862,43.0057,0.034159
1997,1997-01-01,1997-12-31,261,1994-01-01,1996-12-31,1.465352,3.147398,1.774091,0.56453,136.5666,27337.373,165.3402,0.113876
1998,1998-01-01,1998-12-31,261,1995-01-01,1997-12-31,1.049124,1.728101,1.314573,0.26885,119.8031,22534.7109,150.1157,0.080433
1999,1999-01-01,1999-12-31,261,1996-01-01,1998-12-31,1.194095,2.127774,1.458689,0.336781,217.707,70728.2109,265.9478,0.116497
2000,2000-01-01,2000-12-31,260,1997-01-01,1999-12-31,0.575557,0.454325,0.674036,0.230268,162.0614,36020.4453,189.7905,0.075337
2001,2001-01-01,2001-12-31,261,1998-01-01,2000-12-31,0.257277,0.07818,0.279607,0.13971,76.9664,6996.7593,83.6466,0.033311
2002,2002-01-01,2002-12-31,261,1999-01-01,2001-12-31,0.879362,1.40547,1.185525,0.373844,220.7007,88530.6094,297.5409,0.081673
2003,2003-01-01,2003-12-31,261,2000-01-01,2002-12-31,0.260098,0.093408,0.305627,0.102074,58.3571,4702.1704,68.5724,0.020285
2004,2004-01-01,2004-12-31,262,2001-01-01,2003-12-31,0.736044,0.67732,0.822995,23.091015,201.7975,50911.7578,225.6363,0.07849
2005,2005-01-01,2005-12-31,260,2002-01-01,2004-12-31,0.718122,0.545885,0.73884,0.43054,152.1039,24489.834,156.4923,0.065729
2006,2006-01-01,2006-12-31,259,2003-01-01,2005-12-31,0.410712,0.321302,0.566835,6.77005,97.2166,18001.9531,134.1714,0.039685
2007,2007-01-01,2007-12-31,257,2004-01-01,2006-12-31,1.297858,2.155939,1.468311,0.524908,207.0672,54878.8242,234.2623,0.102789
2008,2008-01-01,2008-12-31,256,2005-01-01,2007-12-31,1.179087,1.747483,1.321924,6.527721,180.3893,40901.8164,202.242,0.091715
2009,2009-01-01,2009-12-31,258,2006-01-01,2008-12-31,0.87259,0.943294,0.971233,2.086161,194.732,46978.6875,216.7457,0.092737
2010,2010-01-01,2010-12-31,260,2007-01-01,2009-12-31,0.431601,0.251922,0.501919,0.462712,85.2593,9830.7236,99.15,0.045842
2011,2011-01-01,2011-12-31,253,2008-01-01,2010-12-31,0.304152,0.136924,0.370032,0.383125,62.6006,5800.3589,76.1601,0.03459
2012,2012-01-01,2012-12-31,243,2009-01-01,2011-12-31,0.541559,0.314126,0.560469,0.582388,101.0171,10929.5439,104.5445,0.056457
2013,2013-01-01,2013-12-31,242,2010-01-01,2012-12-31,1.310802,2.341783,1.530288,8.422639,88.3424,10636.7939,103.1348,0.046483
2014,2014-01-01,2014-12-31,240,2011-01-01,2013-12-31,1.798709,7.141236,2.672309,0.861634,105.1103,24386.0664,156.1604,0.049522
2015,2015-01-01,2015-12-31,250,2012-01-01,2014-12-31,3.618462,18.285246,4.276125,0.449674,429.3212,257405.25,507.3512,0.148003
2016,2016-01-01,2016-12-31,252,2013-01-01,2015-12-31,0.843704,0.909936,0.953906,0.480766,366.7405,171928.7812,414.6429,0.122904
2017,2017-01-01,2017-12-31,233,2014-01-01,2016-12-31,0.209159,0.056582,0.23787,0.332407,101.3092,13274.6201,115.2155,0.034669
2018,2018-01-01,2018-12-31,244,2015-01-01,2017-12-31,0.578057,0.420564,0.648509,2.538837,133.5331,22442.3926,149.8078,0.045231
2019,2019-01-01,2019-12-31,251,2016-01-01,2018-12-31,0.980416,1.462843,1.209481,0.423315,130.1337,25772.4863,160.5381,0.038733
2020,2020-01-01,2020-12-31,244,2017-01-01,2019-12-31,1.610017,3.562166,1.88737,0.454145,314.2854,135738.1562,368.4266,0.082508
2021,2021-01-01,2021-12-31,246,2018-01-01,2020-12-31,0.393414,0.226145,0.475547,0.420879,134.2954,26351.668,162.332,0.03638
2022,2022-01-01,2022-12-31,250,2019-01-01,2021-12-31,1.447715,3.678208,1.917866,0.503541,386.5328,262206.25,512.0608,0.084796
2023,2023-01-01,2023-12-31,239,2020-01-01,2022-12-31,1.469445,2.830601,1.682439,7.936399,549.4835,395805.1875,629.1305,0.132951
2024,2024-01-01,2024-12-31,246,2021-01-01,2023-12-31,0.426661,0.263523,0.513345,1.253321,169.088,41388.2852,203.4411,0.040763
