periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1994-S1,1994-01-01,1994-06-30,129,1993-01-01,1993-12-31,OWA,5,1.410703,2.93875,1.714278,0.822401,33.5546,1662.6262,40.7753,0.040446
1994-S2,1994-07-01,1994-12-31,131,1993-07-01,1994-06-30,OWA,5,0.292299,0.15773,0.397153,2.433424,3.8344,27.1433,5.2099,0.00462
1995-S1,1995-01-01,1995-06-30,130,1994-01-01,1994-12-31,OWA,5,0.549674,0.419992,0.648068,0.181803,5.3703,40.0891,6.3316,0.006218
1995-S2,1995-07-01,1995-12-31,130,1994-07-01,1995-06-30,OWA,5,0.383948,0.263131,0.512963,0.0901,8.462,127.812,11.3054,0.008875
1996-S1,1996-01-01,1996-06-30,130,1995-01-01,1995-12-31,OWA,5,0.091113,0.013894,0.117872,0.042259,5.0956,43.456,6.5921,0.004913
1996-S2,1996-07-01,1996-12-31,132,1995-07-01,1996-06-30,OWA,5,0.093129,0.016407,0.128091,1.854459,4.8929,45.2903,6.7298,0.004771
1997-S1,1997-01-01,1997-06-30,129,1996-01-01,1996-12-31,OWA,5,0.258359,0.153428,0.391699,0.310504,6.5283,97.961,9.8975,0.006164
1997-S2,1997-07-01,1997-12-31,132,1996-07-01,1997-06-30,OWA,5,0.480106,0.382084,0.618129,0.088232,13.8911,319.8555,17.8845,0.011274
1998-S1,1998-01-01,1998-06-30,129,1997-01-01,1997-12-31,OWA,5,0.136378,0.026284,0.162125,0.06228,13.1313,243.6839,15.6104,0.00969
1998-S2,1998-07-01,1998-12-31,132,1997-07-01,1998-06-30,OWA,5,0.226749,0.094595,0.307564,0.117992,20.7112,789.1998,28.0927,0.013822
1999-S1,1999-01-01,1999-06-30,129,1998-01-01,1998-12-31,OWA,5,1.053299,2.09988,1.449096,0.611605,96.2821,17546.153,132.4619,0.060381
1999-S2,1999-07-01,1999-12-31,132,1998-07-01,1999-06-30,OWA,5,0.276288,0.146878,0.383247,0.071836,25.1791,1219.8724,34.9267,0.013223
2000-S1,2000-01-01,2000-06-30,130,1999-01-01,1999-12-31,OWA,5,0.090573,0.014702,0.121252,0.064257,15.3084,419.9837,20.4935,0.007583
2000-S2,2000-07-01,2000-12-31,130,1999-07-01,2000-06-30,OWA,5,0.167593,0.047335,0.217567,0.063809,13.6678,314.8248,17.7433,0.006278
2001-S1,2001-01-01,2001-06-30,130,2000-01-01,2000-12-31,OWA,5,0.201036,0.084271,0.290294,0.102438,20.8007,902.1678,30.0361,0.009047
2001-S2,2001-07-01,2001-12-31,131,2000-07-01,2001-06-30,OWA,5,0.722997,0.612905,0.782882,0.678476,47.867,2686.5309,51.8318,0.020738
2002-S1,2002-01-01,2002-06-30,129,2001-01-01,2001-12-31,OWA,5,0.545784,0.492316,0.701652,18.128324,17.6416,514.3702,22.6797,0.007649
2002-S2,2002-07-01,2002-12-31,132,2001-07-01,2002-06-30,OWA,5,1.705255,4.013286,2.003319,0.140223,51.7981,3702.9665,60.852,0.019091
2003-S1,2003-01-01,2003-06-30,129,2002-01-01,2002-12-31,OWA,5,0.100704,0.016169,0.127156,0.060564,22.8932,835.5806,28.9064,0.007914
2003-S2,2003-07-01,2003-12-31,132,2002-07-01,2003-06-30,OWA,5,0.108066,0.01921,0.1386,0.675243,14.1563,329.6466,18.1562,0.004961
2004-S1,2004-01-01,2004-06-30,130,2003-01-01,2003-12-31,OWA,5,0.580768,0.452126,0.672403,0.169679,29.311,1151.6385,33.9358,0.010885
2004-S2,2004-07-01,2004-12-31,132,2003-07-01,2004-06-30,OWA,5,0.378128,0.212349,0.460813,0.136199,31.0202,1429.0958,37.8034,0.012351
2005-S1,2005-01-01,2005-06-30,129,2004-01-01,2004-12-31,OWA,5,0.251969,0.088585,0.297633,0.090941,25.4027,900.3827,30.0064,0.010835
2005-S2,2005-07-01,2005-12-31,131,2004-07-01,2005-06-30,OWA,5,0.175991,0.049318,0.222076,0.138823,20.7557,685.9566,26.1908,0.009031
2006-S1,2006-01-01,2006-06-30,130,2005-01-01,2005-12-31,OWA,5,1.356434,4.386599,2.094421,0.589976,43.1867,4446.6342,66.6831,0.017475
2006-S2,2006-07-01,2006-12-31,129,2005-07-01,2006-06-30,OWA,5,0.327519,0.181048,0.425498,0.800983,28.2832,1350.1383,36.7442,0.011816
2007-S1,2007-01-01,2007-06-30,127,2006-01-01,2006-12-31,OWA,5,0.261332,0.101866,0.319165,0.114064,26.0924,1015.4852,31.8667,0.01267
2007-S2,2007-07-01,2007-12-31,130,2006-07-01,2007-06-30,OWA,5,0.209881,0.085251,0.291978,0.2084,33.8323,2215.2172,47.0661,0.016553
2008-S1,2008-01-01,2008-06-30,127,2007-01-01,2007-12-31,OWA,5,0.262192,0.164625,0.40574,0.156276,28.5285,1948.9972,44.1474,0.015522
