periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1995-S1,1995-01-01,1995-06-30,130,1993-01-01,1994-12-31,OWA,1,1.449885,2.426335,1.55767,0.635974,39.0856,1763.2671,41.9913,0.044941
1995-S2,1995-07-01,1995-12-31,130,1993-07-01,1995-06-30,OWA,1,4.714525,27.646315,5.257976,0.773326,110.1516,15091.8739,122.849,0.112522
1996-S1,1996-01-01,1996-06-30,130,1994-01-01,1995-12-31,OWA,1,0.827639,1.300861,1.140553,0.254036,48.7987,4522.3674,67.2485,0.04593
1996-S2,1996-07-01,1996-12-31,132,1994-07-01,1996-06-30,OWA,1,0.706113,0.637107,0.79819,0.722534,62.3254,4963.5682,70.4526,0.061499
1997-S1,1997-01-01,1997-06-30,129,1995-01-01,1996-12-31,OWA,1,0.909944,0.936954,0.967964,0.736136,68.4978,5309.36,72.8654,0.064026
1997-S2,1997-07-01,1997-12-31,132,1995-07-01,1997-06-30,OWA,1,2.644014,9.62948,3.10314,0.553006,124.9627,21509.8092,146.6622,0.098879
1998-S1,1998-01-01,1998-06-30,129,1996-01-01,1997-12-31,OWA,1,1.003011,1.168696,1.081062,0.316106,88.1324,9023.2121,94.9906,0.064405
1998-S2,1998-07-01,1998-12-31,132,1996-07-01,1998-06-30,OWA,1,4.813473,40.988544,6.40223,1.829213,669.6464,793298.2553,890.6729,0.435509
1999-S1,1999-01-01,1999-06-30,129,1997-01-01,1998-12-31,OWA,1,0.235883,0.099299,0.315117,0.117429,40.2332,2888.8279,53.7478,0.024558
1999-S2,1999-07-01,1999-12-31,132,1997-07-01,1999-06-30,OWA,1,0.335457,0.156823,0.396009,0.103553,52.9304,3904.3415,62.4847,0.027392
2000-S1,2000-01-01,2000-06-30,130,1998-01-01,1999-12-31,OWA,1,0.776932,0.807802,0.898778,0.379426,167.1677,37397.6336,193.3847,0.081812
2000-S2,2000-07-01,2000-12-31,130,1998-07-01,2000-06-30,OWA,1,0.212947,0.078032,0.279341,0.116491,47.7785,3928.1963,62.6753,0.022074
2001-S1,2001-01-01,2001-06-30,130,1999-01-01,2000-12-31,OWA,1,0.135114,0.037708,0.194187,0.08044,29.312,1774.708,42.1273,0.012791
2001-S2,2001-07-01,2001-12-31,131,1999-07-01,2001-06-30,OWA,1,0.362626,0.177657,0.421494,0.270473,56.6905,4341.9458,65.8934,0.024577
2002-S1,2002-01-01,2002-06-30,129,2000-01-01,2001-12-31,OWA,1,0.218597,0.088046,0.296726,0.269312,28.3405,1479.9088,38.4696,0.012191
2002-S2,2002-07-01,2002-12-31,132,2000-07-01,2002-06-30,OWA,1,4.766764,26.064896,5.105379,0.62703,295.7972,100368.341,316.8096,0.107221
2003-S1,2003-01-01,2003-06-30,129,2001-01-01,2002-12-31,OWA,1,2.676494,13.721948,3.704315,1.139665,517.0638,512119.6592,715.6254,0.18065
2003-S2,2003-07-01,2003-12-31,132,2001-07-01,2003-06-30,OWA,1,0.512381,0.285738,0.534545,0.473693,138.4256,20855.2014,144.4133,0.048536
2004-S1,2004-01-01,2004-06-30,130,2002-01-01,2003-12-31,OWA,1,0.270626,0.129586,0.35998,6.85405,66.7195,7876.3016,88.7485,0.024571
2004-S2,2004-07-01,2004-12-31,132,2002-07-01,2004-06-30,OWA,1,1.630225,3.335361,1.826297,0.695728,180.0552,40687.3461,201.711,0.071862
2005-S1,2005-01-01,2005-06-30,129,2003-01-01,2004-12-31,OWA,1,1.024683,1.183555,1.087913,0.373167,152.1297,26087.7849,161.5171,0.064954
2005-S2,2005-07-01,2005-12-31,131,2003-07-01,2005-06-30,OWA,1,0.71469,0.62298,0.789291,0.423499,137.565,23080.9663,151.9242,0.06012
2006-S1,2006-01-01,2006-06-30,130,2004-01-01,2005-12-31,OWA,1,2.945375,13.314804,3.648946,15.469395,500.1335,383906.558,619.6019,0.206148
2006-S2,2006-07-01,2006-12-31,129,2004-07-01,2006-06-30,OWA,1,7.270784,74.089951,8.607552,52.276367,879.0275,1082933.2838,1040.6408,0.379316
2007-S1,2007-01-01,2007-06-30,127,2005-01-01,2006-12-31,OWA,1,2.816162,12.024923,3.467697,0.874906,215.6491,70511.8582,265.5407,0.106363
2007-S2,2007-07-01,2007-12-31,130,2005-07-01,2007-06-30,OWA,1,0.767223,0.838493,0.915693,0.569185,103.5001,15259.4092,123.529,0.049954
2008-S1,2008-01-01,2008-06-30,127,2006-01-01,2007-12-31,OWA,1,0.533486,0.389179,0.623842,0.223794,94.163,12124.519,110.1114,0.052855
2008-S2,2008-07-01,2008-12-31,129,2006-07-01,2008-06-30,OWA,1,1.844258,4.706339,2.16941,11.14646,390.4938,210993.0902,459.3398,0.175382
2009-S1,2009-01-01,2009-06-30,128,2007-01-01,2008-12-31,OWA,1,0.764987,0.857503,0.926014,1.889584,136.3746,27251.7702,165.0811,0.058241
2009-S2,2009-07-01,2009-12-31,130,2007-07-01,2009-06-30,OWA,1,0.725829,0.600873,0.77516,17.52586,164.9746,31041.9349,176.1872,0.083945
2010-S1,2010-01-01,2010-06-30,128,2008-01-01,2009-12-31,OWA,1,0.263161,0.0864,0.293939,0.49139,60.3323,4541.1963,67.3884,0.031247
2010-S2,2010-07-01,2010-12-31,132,2008-07-01,2010-06-30,OWA,1,0.579152,0.39605,0.629325,0.47227,117.1498,16204.9531,127.2987,0.063978
2011-S1,2011-01-01,2011-06-30,127,2009-01-01,2010-12-31,OWA,1,0.177434,0.042908,0.207142,0.20506,35.2361,1692.1592,41.1359,0.019186
2011-S2,2011-07-01,2011-12-31,126,2009-07-01,2011-06-30,OWA,1,0.769344,0.7957,0.89202,10.141531,61.4511,5076.5332,71.2498,0.033712
2012-S1,2012-01-01,2012-06-30,121,2010-01-01,2011-12-31,OWA,1,2.32309,5.673069,2.38182,2.114072,155.9474,25564.7983,159.89,0.087464
2012-S2,2012-07-01,2012-12-31,122,2010-07-01,2012-06-30,OWA,1,1.130544,1.586896,1.259721,3.344303,64.7327,5202.6135,72.1291,0.035947
2013-S1,2013-01-01,2013-06-30,118,2011-01-01,2012-12-31,OWA,1,0.286912,0.218907,0.467874,2.971823,15.2837,621.1822,24.9235,0.008148
2013-S2,2013-07-01,2013-12-31,124,2011-07-01,2013-06-30,OWA,1,1.604722,2.992763,1.72996,1.027195,85.1022,8416.934,91.7439,0.044624
2014-S1,2014-01-01,2014-06-30,117,2012-01-01,2013-12-31,OWA,1,0.87747,1.098918,1.048293,0.431908,49.7898,3538.1886,59.4827,0.02509
2014-S2,2014-07-01,2014-12-31,123,2012-07-01,2014-06-30,OWA,1,2.18293,8.945246,2.99086,1.178474,164.2662,50653.4676,225.0633,0.075367
2015-S1,2015-01-01,2015-06-30,122,2013-01-01,2014-12-31,OWA,1,1.212711,2.275523,1.508484,0.272822,145.2781,32656.2733,180.7105,0.058647
2015-S2,2015-07-01,2015-12-31,128,2013-07-01,2015-06-30,OWA,1,1.285988,2.009877,1.417701,0.333626,319.8069,124299.9794,352.562,0.103968
2016-S1,2016-01-01,2016-06-30,126,2014-01-01,2015-12-31,OWA,1,0.348139,0.14754,0.384109,0.226997,152.8267,28431.5859,168.6167,0.049453
2016-S2,2016-07-01,2016-12-31,126,2014-07-01,2016-06-30,OWA,1,0.207021,0.073554,0.271208,0.261032,94.6519,15375.6659,123.9987,0.03104
2017-S1,2017-01-01,2017-06-30,124,2015-01-01,2016-12-31,OWA,1,0.341694,0.141035,0.375546,6.832321,94.2003,10719.0727,103.533,0.032475
2017-S2,2017-07-01,2017-12-31,109,2015-07-01,2017-06-30,OWA,1,0.257212,0.089886,0.29981,16.213512,37.7733,1938.5688,44.0292,0.012614
2018-S1,2018-01-01,2018-06-30,121,2016-01-01,2017-12-31,OWA,1,0.415368,0.250881,0.500881,0.43274,51.0679,3792.2594,61.5813,0.01785
2018-S2,2018-07-01,2018-12-31,123,2016-07-01,2018-06-30,OWA,1,1.504148,3.387681,1.840565,1.765084,121.4428,22083.3745,148.6048,0.038709
2019-S1,2019-01-01,2019-06-30,123,2017-01-01,2018-12-31,OWA,1,0.823069,0.87569,0.935783,0.500157,91.4281,10805.331,103.9487,0.028972
2019-S2,2019-07-01,2019-12-31,128,2017-07-01,2019-06-30,OWA,1,1.236142,1.878972,1.370756,0.483425,185.6392,42376.2586,205.8549,0.054327
2020-S1,2020-01-01,2020-06-30,121,2018-01-01,2019-12-31,OWA,1,1.851511,4.974822,2.230431,0.595184,393.3051,224483.3181,473.7967,0.101935
2020-S2,2020-07-01,2020-12-31,123,2018-07-01,2020-06-30,OWA,1,0.722451,0.694193,0.833182,0.561651,204.2173,55468.6693,235.5179,0.054543
2021-S1,2021-01-01,2021-06-30,120,2019-01-01,2020-12-31,OWA,1,1.778258,3.829313,1.956863,7.232355,477.5715,276190.1843,525.538,0.130257
2021-S2,2021-07-01,2021-12-31,126,2019-07-01,2021-06-30,OWA,1,0.504588,0.387279,0.622318,0.338088,106.1103,17126.3707,130.8678,0.027044
2022-S1,2022-01-01,2022-06-30,124,2020-01-01,2021-12-31,OWA,1,0.680836,0.662048,0.813663,5.798208,126.6295,22902.0374,151.3342,0.032915
2022-S2,2022-07-01,2022-12-31,126,2020-07-01,2022-06-30,OWA,1,2.359447,7.708477,2.776414,0.410051,376.2215,195990.7133,442.7084,0.079379
2023-S1,2023-01-01,2023-06-30,119,2021-01-01,2022-12-31,OWA,1,0.392578,0.244165,0.494131,0.534845,153.5716,37363.9648,193.2976,0.034513
2023-S2,2023-07-01,2023-12-31,120,2021-07-01,2023-06-30,OWA,1,0.279459,0.109519,0.330936,2.20125,109.9026,16938.2067,130.1469,0.027376
2024-S1,2024-01-01,2024-06-30,121,2022-01-01,2023-12-31,OWA,1,0.362367,0.203105,0.450672,0.327216,129.5506,25959.8198,161.1205,0.033387
2024-S2,2024-07-01,2024-12-31,125,2022-07-01,2024-06-30,OWA,1,1.480286,2.333853,1.527695,7.258813,522.4741,290744.7009,539.2075,0.123271
2025-S1,2025-01-01,2025-06-30,121,2023-01-01,2024-12-31,OWA,1,0.751102,0.651441,0.807119,6.090893,216.5332,54141.0647,232.6823,0.052112
