periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1996-S1,1996-01-01,1996-06-30,130,1993-01-01,1995-12-31,0.770775,0.698837,0.835965,0.232145,48.963,2820.0496,53.1041,0.046459
1996-S2,1996-07-01,1996-12-31,132,1993-07-01,1996-06-30,0.486653,0.320012,0.565696,0.353733,43.0759,2507.2441,50.0724,0.042571
1997-S1,1997-01-01,1997-06-30,129,1994-01-01,1996-12-31,0.669744,0.496165,0.70439,0.438131,62.4182,4309.5464,65.6471,0.05838
1997-S2,1997-07-01,1997-12-31,132,1994-07-01,1997-06-30,1.449699,2.782847,1.668187,0.475431,135.2095,24207.4043,155.5873,0.107323
1998-S1,1998-01-01,1998-06-30,129,1995-01-01,1997-12-31,0.534618,0.328114,0.572812,0.181192,61.0499,4278.6543,65.4114,0.044628
1998-S2,1998-07-01,1998-12-31,132,1995-07-01,1998-06-30,0.800943,0.899026,0.94817,0.265359,112.5777,17761.2285,133.2713,0.07297
1999-S1,1999-01-01,1999-06-30,129,1996-01-01,1998-12-31,0.297747,0.166075,0.407522,0.122263,54.2851,5520.3965,74.2994,0.032888
1999-S2,1999-07-01,1999-12-31,132,1996-07-01,1999-06-30,1.00833,1.101902,1.049715,0.346159,219.9622,52436.4727,228.9901,0.113876
2000-S1,2000-01-01,2000-06-30,130,1997-01-01,1999-12-31,0.291296,0.147332,0.383838,0.13352,82.021,11680.9873,108.0786,0.039767
2000-S2,2000-07-01,2000-12-31,130,1997-07-01,2000-06-30,0.20842,0.054779,0.23405,0.102436,60.5346,4621.1025,67.9787,0.027647
2001-S1,2001-01-01,2001-06-30,130,1998-01-01,2000-12-31,0.353266,0.143808,0.37922,0.19424,105.6822,12870.1367,113.4466,0.045855
2001-S2,2001-07-01,2001-12-31,131,1998-07-01,2001-06-30,0.082501,0.008997,0.094855,0.0623,24.2715,778.7426,27.906,0.010541
2002-S1,2002-01-01,2002-06-30,129,1999-01-01,2001-12-31,0.134669,0.025813,0.160664,0.138577,33.7989,1625.9509,40.3231,0.014679
2002-S2,2002-07-01,2002-12-31,132,1999-07-01,2002-06-30,2.375822,6.177421,2.485442,0.677542,384.2473,161585.0156,401.9764,0.139774
2003-S1,2003-01-01,2003-06-30,129,2000-01-01,2002-12-31,0.442362,0.255376,0.505348,0.15812,99.2511,12855.6719,113.3829,0.033874
2003-S2,2003-07-01,2003-12-31,132,2000-07-01,2003-06-30,0.106622,0.016544,0.128624,0.074249,28.8577,1211.9005,34.8124,0.010156
2004-S1,2004-01-01,2004-06-30,130,2001-01-01,2003-12-31,0.456106,0.23451,0.484262,1.128907,125.0484,17627.248,132.7677,0.046533
2004-S2,2004-07-01,2004-12-31,132,2001-07-01,2004-06-30,0.661308,0.549128,0.741032,6.404057,164.1074,33816.0078,183.8913,0.065499
2005-S1,2005-01-01,2005-06-30,129,2002-01-01,2004-12-31,0.59441,0.376713,0.61377,0.385872,125.9008,16900.3535,130.0014,0.053739
2005-S2,2005-07-01,2005-12-31,131,2002-07-01,2005-06-30,0.19587,0.044772,0.211594,0.099285,38.6474,1743.0498,41.7498,0.016884
2006-S1,2006-01-01,2006-06-30,130,2003-01-01,2005-12-31,0.383817,0.336703,0.580261,12.34412,90.8506,18864.8516,137.3494,0.036697
2006-S2,2006-07-01,2006-12-31,129,2003-07-01,2006-06-30,0.589398,0.445616,0.667544,0.98433,126.1086,20400.0938,142.8289,0.054152
2007-S1,2007-01-01,2007-06-30,127,2004-01-01,2006-12-31,0.896167,1.364855,1.16827,0.37851,142.9793,34742.0078,186.3921,0.071025
2007-S2,2007-07-01,2007-12-31,130,2004-07-01,2007-06-30,0.654523,0.657897,0.811108,0.410697,98.836,15001.6377,122.4812,0.047624
2008-S1,2008-01-01,2008-06-30,127,2005-01-01,2007-12-31,1.240544,1.880246,1.371221,0.427595,189.7916,44009.2812,209.7839,0.105894
2008-S2,2008-07-01,2008-12-31,129,2005-07-01,2008-06-30,1.723211,4.133944,2.03321,13.730513,363.4773,183925.7031,428.8656,0.162989
2009-S1,2009-01-01,2009-06-30,128,2006-01-01,2008-12-31,0.613798,0.529151,0.727427,2.615003,136.9786,26353.1797,162.3366,0.058813
2009-S2,2009-07-01,2009-12-31,130,2006-07-01,2009-06-30,0.826413,0.773887,0.879709,1.411904,184.1991,38446.668,196.0782,0.093621
2010-S1,2010-01-01,2010-06-30,128,2007-01-01,2009-12-31,0.284898,0.111028,0.333208,0.423194,56.2792,4332.6162,65.8226,0.029212
2010-S2,2010-07-01,2010-12-31,132,2007-07-01,2010-06-30,0.547479,0.349887,0.591513,0.812196,106.4396,13225.1172,115.0005,0.058136
2011-S1,2011-01-01,2011-06-30,127,2008-01-01,2010-12-31,0.329689,0.152799,0.390896,0.358765,67.8566,6472.8872,80.4543,0.03752
2011-S2,2011-07-01,2011-12-31,126,2008-07-01,2011-06-30,0.393805,0.240349,0.490254,0.961449,80.1134,9946.959,99.7344,0.042068
2012-S1,2012-01-01,2012-06-30,121,2009-01-01,2011-12-31,0.692577,0.510041,0.714172,0.721642,129.1866,17746.1289,133.2146,0.072481
