periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1995-S1,1995-01-01,1995-06-30,130,1993-01-01,1994-12-31,OWA,1,0.059855,0.005558,0.074553,0.029641,1.6136,4.0392,2.0098,0.001866
1995-S2,1995-07-01,1995-12-31,130,1993-07-01,1995-06-30,OWA,1,0.119674,0.030276,0.174001,0.02419,2.7961,16.5275,4.0654,0.002921
1996-S1,1996-01-01,1996-06-30,130,1994-01-01,1995-12-31,OWA,1,0.026146,0.001173,0.034253,0.009195,1.5416,4.0789,2.0196,0.001482
1996-S2,1996-07-01,1996-12-31,132,1994-07-01,1996-06-30,OWA,1,0.038668,0.002984,0.054623,0.03549,3.4131,23.2447,4.8213,0.003331
1997-S1,1997-01-01,1997-06-30,129,1995-01-01,1996-12-31,OWA,1,0.042649,0.004525,0.067269,0.042603,3.2105,25.6424,5.0638,0.003038
1997-S2,1997-07-01,1997-12-31,132,1995-07-01,1997-06-30,OWA,1,0.101511,0.019887,0.141021,0.026083,4.7977,44.4225,6.665,0.003889
1998-S1,1998-01-01,1998-06-30,129,1996-01-01,1997-12-31,OWA,1,0.042123,0.0031,0.055682,0.013858,3.7013,23.9381,4.8927,0.002727
1998-S2,1998-07-01,1998-12-31,132,1996-07-01,1998-06-30,OWA,1,0.05735,0.008117,0.090097,0.025751,7.9785,157.1063,12.5342,0.005341
1999-S1,1999-01-01,1999-06-30,129,1997-01-01,1998-12-31,OWA,1,0.0511,0.003888,0.06235,0.028731,8.7158,113.0986,10.6348,0.005468
1999-S2,1999-07-01,1999-12-31,132,1997-07-01,1999-06-30,OWA,1,0.068684,0.009966,0.099828,0.022409,10.8374,248.1089,15.7515,0.005686
2000-S1,2000-01-01,2000-06-30,130,1998-01-01,1999-12-31,OWA,1,0.028497,0.001685,0.041052,0.015032,6.1316,78.0196,8.8329,0.003048
2000-S2,2000-07-01,2000-12-31,130,1998-07-01,2000-06-30,OWA,1,0.024496,0.001106,0.033262,0.012999,5.4961,55.697,7.463,0.002525
2001-S1,2001-01-01,2001-06-30,130,1999-01-01,2000-12-31,OWA,1,0.029678,0.001951,0.044171,0.017981,6.4385,91.8247,9.5825,0.002816
2001-S2,2001-07-01,2001-12-31,131,1999-07-01,2001-06-30,OWA,1,0.034613,0.002145,0.046318,0.025557,5.4112,52.4328,7.2411,0.002343
2002-S1,2002-01-01,2002-06-30,129,2000-01-01,2001-12-31,OWA,1,0.051801,0.004786,0.069179,0.073876,6.7158,80.4397,8.9688,0.002918
