periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
2021-S1,2021-01-01,2021-06-30,129,2019-01-01,2020-12-31,OWA,2,0.182316,0.052722,0.229613,0.523069,49.1426,3830.5567,61.8915,0.013417
2021-S2,2021-07-01,2021-12-31,132,2019-07-01,2021-06-30,OWA,2,0.159533,0.04485,0.211779,0.122862,33.5521,1983.8267,44.5402,0.008617
2022-S1,2022-01-01,2022-06-30,129,2020-01-01,2021-12-31,OWA,2,0.252425,0.107895,0.328474,1.72816,46.8947,3723.8058,61.023,0.012066
2022-S2,2022-07-01,2022-12-31,131,2020-07-01,2022-06-30,OWA,2,0.430365,0.306271,0.553418,0.090565,69.2693,7934.3756,89.0751,0.01502
2023-S1,2023-01-01,2023-06-30,130,2021-01-01,2022-12-31,OWA,2,0.179989,0.046188,0.214914,0.173548,70.7837,7143.364,84.5184,0.015547
2023-S2,2023-07-01,2023-12-31,130,2021-07-01,2023-06-30,OWA,2,0.121433,0.025607,0.160023,0.558046,48.0436,4008.3094,63.3112,0.011813
2024-S1,2024-01-01,2024-06-30,130,2022-01-01,2023-12-31,OWA,2,0.097921,0.017769,0.133302,0.121479,35.1814,2293.7272,47.8929,0.00891
2024-S2,2024-07-01,2024-12-31,132,2022-07-01,2024-06-30,OWA,2,0.180594,0.047304,0.217495,0.927564,64.1924,5976.6919,77.3091,0.015087
2025-S1,2025-01-01,2025-06-30,129,2023-01-01,2024-12-31,OWA,2,0.136356,0.032849,0.181243,1.106253,39.6615,2779.1635,52.7178,0.009429
2025-S2,2025-07-01,2025-12-31,132,2023-07-01,2025-06-30,OWA,2,0.233313,0.081922,0.28622,0.874298,38.1866,2194.5316,46.8458,0.009808
