periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
2021-S1,2021-01-01,2021-06-30,129,2019-01-01,2020-12-31,OWA,1,0.255468,0.08887,0.298111,2.402593,68.8606,6456.9183,80.355,0.019058
2021-S2,2021-07-01,2021-12-31,132,2019-07-01,2021-06-30,OWA,1,1.13937,1.503818,1.226303,0.862643,239.6256,66516.9191,257.9087,0.061502
2022-S1,2022-01-01,2022-06-30,129,2020-01-01,2021-12-31,OWA,1,0.504086,0.372235,0.61011,3.530507,93.6476,12846.9786,113.3445,0.023801
2022-S2,2022-07-01,2022-12-31,131,2020-07-01,2022-06-30,OWA,1,3.489838,15.143845,3.891509,0.634111,561.7053,392321.8386,626.356,0.119198
2023-S1,2023-01-01,2023-06-30,130,2021-01-01,2022-12-31,OWA,1,0.662008,0.711093,0.843263,0.919294,260.3457,109976.5371,331.6271,0.059143
2023-S2,2023-07-01,2023-12-31,130,2021-07-01,2023-06-30,OWA,1,0.262826,0.114757,0.338757,2.734023,103.9839,17962.7017,134.025,0.025338
2024-S1,2024-01-01,2024-06-30,130,2022-01-01,2023-12-31,OWA,1,1.71271,3.524366,1.877329,2.033067,615.346,454937.8083,674.4908,0.156331
2024-S2,2024-07-01,2024-12-31,132,2022-07-01,2024-06-30,OWA,1,2.42977,6.979798,2.641931,12.467533,863.6668,881870.7606,939.0797,0.201853
2025-S1,2025-01-01,2025-06-30,129,2023-01-01,2024-12-31,OWA,1,0.496389,0.313622,0.560019,4.158313,144.3832,26533.5616,162.8913,0.034799
2025-S2,2025-07-01,2025-12-31,132,2023-07-01,2025-06-30,OWA,1,2.068093,5.2154,2.283725,2.703514,338.4862,139710.6569,373.7789,0.087773
