date,COP_USD
2011-09-09,1798.9
2011-09-12,1818.06
2011-09-13,1810.3
2011-09-14,1823.43
2011-09-15,1816.82
2011-09-16,1819.48
2011-09-19,1855.77
2011-09-20,1857.22
2011-09-21,1860.5
2011-09-22,1895.65
2011-09-23,1905.0
2011-09-26,1903.87
2011-09-27,1885.76
2011-09-28,1919.0
2011-09-29,1915.3
2011-09-30,1929.52
2011-10-03,1945.75
2011-10-04,1982.23
2011-10-05,1959.66
2011-10-06,1944.84
2011-10-07,1931.72
2011-10-11,1913.53
2011-10-12,1891.63
2011-10-13,1900.05
2011-10-14,1885.25
2011-10-18,1904.5
2011-10-19,1897.55
2011-10-20,1904.97
2011-10-21,1889.83
2011-10-24,1868.93
2011-10-25,1875.84
2011-10-26,1876.58
2011-10-27,1861.0
2011-10-28,1860.49
2011-10-31,1865.07
2011-11-01,1888.66
2011-11-02,1905.6
2011-11-03,1905.14
2011-11-04,1905.65
2011-11-08,1908.82
2011-11-09,1911.6
2011-11-10,1910.61
2011-11-11,1911.0
2011-11-15,1911.85
2011-11-16,1903.28
2011-11-17,1919.0
2011-11-18,1913.66
2011-11-21,1925.32
2011-11-22,1915.3
2011-11-23,1934.09
2011-11-24,1932.47
2011-11-25,1955.08
2011-11-28,1947.36
2011-11-29,1959.15
2011-11-30,1952.5
2011-12-01,1943.47
2011-12-02,1938.57
2011-12-05,1936.0
2011-12-06,1930.94
2011-12-07,1930.59
2011-12-09,1925.13
2011-12-12,1932.5
2011-12-13,1929.5
2011-12-14,1934.88
2011-12-15,1933.22
2011-12-16,1938.7
2011-12-19,1936.5
2011-12-20,1930.74
2011-12-21,1929.29
2011-12-22,1920.25
2011-12-23,1919.08
2011-12-26,1923.0
2011-12-27,1918.82
2011-12-28,1938.82
2011-12-29,1938.14
2011-12-30,1935.35
2012-01-02,1930.0
2012-01-03,1904.23
2012-01-04,1882.53
2012-01-05,1879.06
2012-01-06,1881.5
2012-01-10,1858.87
2012-01-11,1849.5
2012-01-12,1835.14
2012-01-13,1838.16
2012-01-16,1846.0
2012-01-17,1835.5
2012-01-18,1837.5
2012-01-20,1825.5
2012-01-23,1812.6
2012-01-24,1813.69
2012-01-25,1808.73
2012-01-26,1808.95
2012-01-27,1808.5
2012-01-30,1814.5
2012-01-31,1807.81
2012-02-01,1797.38
2012-02-02,1790.13
2012-02-03,1781.53
2012-02-06,1785.85
2012-02-07,1782.5
2012-02-08,1776.84
2012-02-09,1772.55
2012-02-10,1780.0
2012-02-13,1778.5
2012-02-14,1785.0
2012-02-15,1791.5
2012-02-16,1780.92
2012-02-17,1774.68
2012-02-20,1773.5
2012-02-21,1778.5
2012-02-22,1782.0
2012-02-23,1775.32
2012-02-24,1773.96
2012-02-27,1770.55
2012-02-28,1766.25
2012-02-29,1765.5
2012-03-01,1766.5
2012-03-02,1773.0
2012-03-05,1770.75
2012-03-06,1778.12
2012-03-07,1780.0
2012-03-08,1761.98
2012-03-09,1762.0
2012-03-12,1760.68
2012-03-13,1755.41
2012-03-14,1761.89
2012-03-15,1758.11
2012-03-16,1757.43
2012-03-20,1754.73
2012-03-21,1758.5
2012-03-22,1758.14
2012-03-23,1759.5
2012-03-26,1760.5
2012-03-27,1763.5
2012-03-28,1773.12
2012-03-29,1790.5
2012-03-30,1787.21
2012-04-02,1771.83
