year,horizon_days,mae_norm,mse_norm,rmse_norm,mape_norm,mspe_norm,rse_norm,mae_real,mse_real,rmse_real,mape_real,mspe_real,rse_real
2010,30,3.4054941344049303,13.773929310075061,3.7113244684445283,16.70327232042325,2804.480200248255,3.711324468444528,49.638753571428545,2926.437897277498,54.09656086367689,0.025191067109667002,0.0007552152500546165,3.711324468444528
2010,128,2.7894401125749875,8.900402542469001,2.9833542435434985,11.799047246336746,2454.160689175139,2.9833542435434994,92.26284682539684,9737.091861622615,98.67670374319673,0.04769602343876983,0.00262693657924574,2.9833542435434985
2010,252,2.505959622028467,7.427570063034111,2.725356868931867,13.755420243055116,2963.491193480707,2.725356868931867,159.1027684,29940.1582856318,173.03224637515342,0.08523483461554471,0.008780016408385905,2.7253568689318675
2011,30,3.7997512059826826,15.924122312182384,3.9905040173118964,19.81590487111078,1213.3072243753984,3.990504017311896,51.68125333333333,2945.8542534853336,54.275724347864156,0.02771638252522986,0.0008485089264023541,3.9905040173118964
2011,128,1.3373375554335527,2.72329743236542,1.6502416284791206,2.3783081541977067,20.95914957071777,1.6502416284791204,60.27565793650793,5532.187796410396,74.37867837230235,0.033382208383839374,0.0017225480534405618,1.6502416284791204
2011,252,1.4126894092832336,2.7114242321011326,1.6466402861891642,4.2692144775072425,968.9213740165055,1.6466402861891647,84.25110734693878,9643.958431240202,98.20365793207604,0.04657963045571333,0.003001631292645344,1.6466402861891638
2012,30,2.688894260673886,8.257380955186973,2.8735658953966885,8.465336808661602,377.44256919570313,2.8735658953966885,107.9993607142857,13321.012703667502,115.41669161636675,0.05962815241784299,0.004096375589142348,2.873565895396688
2012,128,3.9446812797526962,16.582366417947906,4.072145186255999,17.800566402837426,2829.951737531901,4.072145186255999,131.6398336134454,18467.0412255479,135.89349221190798,0.07387150948002201,0.00584453906600822,4.072145186255999
2012,252,4.274311476946572,19.535481384724775,4.419896083023308,53.80004319313247,106346.61324877648,4.419896083023308,114.07046525423728,13913.558216767626,117.95574685774163,0.06373370393389162,0.004367109850019627,4.419896083023307
2013,30,1.82605040886989,4.540193817072166,2.13077305621039,4.202208821971116,40.90432345011498,2.13077305621039,17.54326666666666,419.05381454888874,20.47080395462984,0.009914306401045021,0.0001340208304611451,2.1307730562103897
2013,128,1.0935120896678463,2.0605215214721246,1.4354516785570055,9.94141608971061,3519.263332508982,1.4354516785570055,49.45093965517241,4213.8500186850015,64.91417425096773,0.026595306843525932,0.0011882686787974502,1.4354516785570055
2013,252,1.7365642071784841,4.071332121292098,2.0177542271773583,4.388562941354666,338.3944113524988,2.0177542271773583,95.75564444444446,12378.944270207265,111.26070407024784,0.0504630900278608,0.003396906452055118,2.017754227177358
2014,30,1.3195575701230287,2.825939531879379,1.681053102040319,2.3587794899299883,11.17603398100695,1.681053102040319,55.52149259259256,5002.976297656663,70.73172059024623,0.027567411089055242,0.001219509149806106,1.681053102040319
2014,128,0.9213728980644829,1.48726051697245,1.2195329093437577,7.056759209785517,3222.146086803361,1.2195329093437577,52.56991379310345,4841.620123697587,69.58175136986412,0.02619970615002991,0.0011781339238249352,1.2195329093437577
2014,252,0.8640798357872531,1.6946574725959636,1.301790103125678,2.5844646881174067,41.193402704691465,1.301790103125678,99.13277629310345,22305.333865909706,149.3497032668954,0.047114327923862755,0.004589499877440244,1.301790103125678
2015,30,3.8465602065267803,19.813034702996386,4.451183517110521,27.810520486875955,12473.639989153595,4.451183517110522,104.09170370370373,14509.022862536305,120.4534053588204,0.043324639067067544,0.0025079977332854307,4.451183517110522
2015,128,2.9572149272874864,10.175330831516426,3.189879438398327,100.01418091314545,901687.522696834,3.1898794383983273,250.4432950413223,72979.61653719957,270.1473977983123,0.09956490062185756,0.01132560970124791,3.1898794383983264
2015,252,2.138523349987874,6.3334133746015535,2.5166273809607875,4.006491691447578,170.47426570960886,2.5166273809607875,604.909341493776,506746.1108540771,711.8610193388012,0.2097077798335669,0.056948319640026786,2.5166273809607875
2016,30,2.112838173508363,6.207762175127319,2.4915381143236237,9.367868279936745,517.3043805674489,2.491538114323624,125.99338620689655,22074.86707396895,148.57613224865207,0.03765101170870653,0.0019537718145743624,2.4915381143236233
2016,128,0.8705538676439188,1.0635435627898246,1.0312824844773738,0.973787712497911,1.1451300750332907,1.0312824844773738,140.54873225806455,27721.571740050807,166.49796317087728,0.04440619691739707,0.0027044245489907283,1.0312824844773736
