periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
2021-S1,2021-01-01,2021-06-30,129,2019-01-01,2020-12-31,OWA,2,0.126091,0.025114,0.158474,0.444656,33.9874,1824.6753,42.7162,0.009323
2021-S2,2021-07-01,2021-12-31,132,2019-07-01,2021-06-30,OWA,2,0.158718,0.044085,0.209965,0.130836,33.3805,1949.9828,44.1586,0.00862
2022-S1,2022-01-01,2022-06-30,129,2020-01-01,2021-12-31,OWA,2,0.364341,0.235234,0.485009,2.511123,67.6862,8118.6605,90.1036,0.017427
2022-S2,2022-07-01,2022-12-31,131,2020-07-01,2022-06-30,OWA,2,0.816137,0.890511,0.943669,0.165256,131.361,23069.9005,151.8878,0.028352
2023-S1,2023-01-01,2023-06-30,130,2021-01-01,2022-12-31,OWA,2,1.634902,2.71285,1.647073,1.48231,642.9519,419565.2067,647.7385,0.140453
2023-S2,2023-07-01,2023-12-31,130,2021-07-01,2023-06-30,OWA,2,0.14345,0.031322,0.17698,0.658388,56.7541,4902.7748,70.0198,0.014002
2024-S1,2024-01-01,2024-06-30,130,2022-01-01,2023-12-31,OWA,2,0.092075,0.013772,0.117353,0.104809,33.0808,1777.7148,42.163,0.008418
2024-S2,2024-07-01,2024-12-31,132,2022-07-01,2024-06-30,OWA,2,0.118531,0.021753,0.147487,0.618685,42.1322,2748.3461,52.4247,0.009968
2025-S1,2025-01-01,2025-06-30,129,2023-01-01,2024-12-31,OWA,2,0.153917,0.041632,0.20404,1.180465,44.7693,3522.2516,59.3486,0.010655
2025-S2,2025-07-01,2025-12-31,132,2023-07-01,2025-06-30,OWA,2,0.236753,0.079758,0.282415,0.807126,38.7495,2136.5762,46.2231,0.009953
