periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,fecha_train_ini,fecha_train_fin,operador,num_lags,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
1994-01,1994-01-01,1994-02-28,41,1993-01-01,1993-12-31,OWA,2,0.089542,0.017226,0.131246,0.073153,2.1298,9.7455,3.1218,0.002609
1994-03,1994-03-01,1994-04-30,44,1993-03-01,1994-02-28,OWA,2,0.088031,0.017679,0.132963,0.054447,1.6024,5.8581,2.4203,0.001934
1994-05,1994-05-01,1994-06-30,44,1993-05-01,1994-04-30,OWA,2,0.12833,0.028986,0.170253,0.081826,1.8445,5.9882,2.4471,0.002215
1994-07,1994-07-01,1994-08-31,44,1993-07-01,1994-06-30,OWA,2,0.110281,0.018567,0.13626,2.344734,1.4467,3.1951,1.7875,0.001771
1994-09,1994-09-01,1994-10-31,43,1993-09-01,1994-08-31,OWA,2,0.282599,0.137636,0.370993,0.907883,3.0015,15.5259,3.9403,0.003591
1994-11,1994-11-01,1994-12-31,44,1993-11-01,1994-10-31,OWA,2,0.208042,0.075762,0.275248,0.538045,2.4668,10.6519,3.2637,0.002976
1995-01,1995-01-01,1995-02-28,42,1994-01-01,1994-12-31,OWA,2,0.336395,0.149003,0.386009,0.17542,3.2866,14.2226,3.7713,0.003874
1995-03,1995-03-01,1995-04-30,43,1994-03-01,1995-02-28,OWA,2,0.262975,0.109853,0.331441,0.081371,3.094,15.2061,3.8995,0.003554
1995-05,1995-05-01,1995-06-30,45,1994-05-01,1995-04-30,OWA,2,0.13434,0.027482,0.165778,0.063959,2.3526,8.4284,2.9032,0.002685
1995-07,1995-07-01,1995-08-31,44,1994-07-01,1995-06-30,OWA,2,0.284509,0.161728,0.402154,0.084737,6.2704,78.5572,8.8633,0.006746
1995-09,1995-09-01,1995-10-31,43,1994-09-01,1995-08-31,OWA,2,0.152637,0.043915,0.20956,0.045486,4.8088,43.5875,6.6021,0.00496
1995-11,1995-11-01,1995-12-31,43,1994-11-01,1995-10-31,OWA,2,0.086944,0.017906,0.133815,0.042289,4.2874,43.543,6.5987,0.004342
1996-01,1996-01-01,1996-02-29,44,1995-01-01,1995-12-31,OWA,2,0.061906,0.00615,0.078425,0.03365,3.4621,19.2368,4.386,0.003403
1996-03,1996-03-01,1996-04-30,43,1995-03-01,1996-02-29,OWA,2,0.029335,0.001741,0.041729,0.01626,1.7545,6.2291,2.4958,0.001672
1996-05,1996-05-01,1996-06-30,43,1995-05-01,1996-04-30,OWA,2,0.026256,0.001297,0.036014,0.016493,1.6052,4.8476,2.2017,0.001503
1996-07,1996-07-01,1996-08-31,45,1995-07-01,1996-06-30,OWA,2,0.099647,0.024497,0.156515,0.134622,5.2354,67.6202,8.2231,0.005003
1996-09,1996-09-01,1996-10-31,44,1995-09-01,1996-08-31,OWA,2,0.09957,0.015427,0.124204,1.049222,3.4986,19.0458,4.3642,0.00342
1996-11,1996-11-01,1996-12-31,43,1995-11-01,1996-10-31,OWA,2,0.106586,0.017862,0.133649,0.081093,2.8505,12.7754,3.5743,0.002852
1997-01,1997-01-01,1997-02-28,43,1996-01-01,1996-12-31,OWA,2,0.246825,0.120622,0.347307,0.386447,6.2368,77.0151,8.7758,0.00595
1997-03,1997-03-01,1997-04-30,43,1996-03-01,1997-02-28,OWA,2,0.119572,0.029608,0.17207,0.166806,3.1262,20.239,4.4988,0.002946
1997-05,1997-05-01,1997-06-30,43,1996-05-01,1997-04-30,OWA,2,0.121748,0.030828,0.17558,0.114367,3.3106,22.7943,4.7743,0.003079
1997-07,1997-07-01,1997-08-31,44,1996-07-01,1997-06-30,OWA,2,0.14866,0.038282,0.195657,0.056559,4.3012,32.0468,5.661,0.003818
1997-09,1997-09-01,1997-10-31,45,1996-09-01,1997-08-31,OWA,2,0.216567,0.099223,0.314997,0.048426,8.713,160.6074,12.6731,0.00703
1997-11,1997-11-01,1997-12-31,43,1996-11-01,1997-10-31,OWA,2,0.052916,0.00584,0.076422,0.020883,4.1975,36.7489,6.0621,0.003245
1998-01,1998-01-01,1998-02-28,42,1997-01-01,1997-12-31,OWA,2,0.043888,0.004556,0.067498,0.02275,4.2258,42.2385,6.4991,0.003182
1998-03,1998-03-01,1998-04-30,44,1997-03-01,1998-02-28,OWA,2,0.033787,0.002123,0.046077,0.021119,3.6419,24.6676,4.9666,0.002678
1998-05,1998-05-01,1998-06-30,43,1997-05-01,1998-04-30,OWA,2,0.049239,0.005195,0.072078,0.036508,5.2619,59.3294,7.7026,0.003808
1998-07,1998-07-01,1998-08-31,44,1997-07-01,1998-06-30,OWA,2,0.09145,0.013574,0.116508,0.092306,8.353,113.2471,10.6418,0.006033
1998-09,1998-09-01,1998-10-31,44,1997-09-01,1998-08-31,OWA,2,0.264733,0.203831,0.451477,0.069963,14.1463,582.0218,24.1251,0.009195
1998-11,1998-11-01,1998-12-31,44,1997-11-01,1998-10-31,OWA,2,0.150255,0.039666,0.199164,0.088635,12.6823,282.5936,16.8105,0.008264
1999-01,1999-01-01,1999-02-28,41,1998-01-01,1998-12-31,OWA,2,0.111948,0.026389,0.162448,0.074437,10.2331,220.5035,14.8494,0.006532
1999-03,1999-03-01,1999-04-30,45,1998-03-01,1999-02-28,OWA,2,0.127506,0.026076,0.161481,0.12035,11.9399,228.6543,15.1213,0.007609
1999-05,1999-05-01,1999-06-30,43,1998-05-01,1999-04-30,OWA,2,0.142638,0.030952,0.175931,0.072366,12.3016,230.2167,15.1729,0.007342
1999-07,1999-07-01,1999-08-31,44,1998-07-01,1999-06-30,OWA,2,0.248727,0.113364,0.336695,0.07315,22.6674,941.5208,30.6842,0.012178
1999-09,1999-09-01,1999-10-31,43,1998-09-01,1999-08-31,OWA,2,0.108278,0.018019,0.134235,0.03641,12.6616,246.3924,15.6969,0.006413
1999-11,1999-11-01,1999-12-31,45,1998-11-01,1999-10-31,OWA,2,0.051672,0.004002,0.063265,0.040748,8.6987,113.4288,10.6503,0.004547
2000-01,2000-01-01,2000-02-29,42,1999-01-01,1999-12-31,OWA,2,0.044047,0.00411,0.064107,0.043197,7.4446,117.398,10.835,0.003846
2000-03,2000-03-01,2000-04-30,43,1999-03-01,2000-02-29,OWA,2,0.041947,0.002962,0.054421,0.041148,6.5463,72.1342,8.4932,0.003307
2000-05,2000-05-01,2000-06-30,45,1999-05-01,2000-04-30,OWA,2,0.118611,0.023886,0.15455,0.066114,13.0901,290.9238,17.0565,0.00625
2000-07,2000-07-01,2000-08-31,44,1999-07-01,2000-06-30,OWA,2,0.083813,0.012946,0.11378,0.032173,6.8352,86.1021,9.2791,0.003145
2000-09,2000-09-01,2000-10-31,43,1999-09-01,2000-08-31,OWA,2,0.081186,0.013097,0.114442,0.04732,7.8758,123.2537,11.102,0.003606
2000-11,2000-11-01,2000-12-31,43,1999-11-01,2000-10-31,OWA,2,0.078666,0.01217,0.11032,0.075871,9.0596,161.4167,12.705,0.004159
2001-01,2001-01-01,2001-02-28,43,2000-01-01,2000-12-31,OWA,2,0.092915,0.013699,0.117044,0.063791,9.6137,146.6578,12.1102,0.004287
2001-03,2001-03-01,2001-04-30,43,2000-03-01,2001-02-28,OWA,2,0.06513,0.00673,0.082034,0.036313,5.904,55.2983,7.4363,0.002559
2001-05,2001-05-01,2001-06-30,44,2000-05-01,2001-04-30,OWA,2,0.147176,0.046486,0.215606,0.085458,10.4592,234.7704,15.3222,0.004508
2001-07,2001-07-01,2001-08-31,45,2000-07-01,2001-06-30,OWA,2,0.095421,0.016838,0.129759,0.102265,6.3175,73.8035,8.5909,0.002748
2001-09,2001-09-01,2001-10-31,43,2000-09-01,2001-08-31,OWA,2,0.108491,0.023184,0.152262,0.101058,6.908,93.9932,9.695,0.002969
2001-11,2001-11-01,2001-12-31,43,2000-11-01,2001-10-31,OWA,2,0.100687,0.017463,0.132147,1.060787,6.1164,64.4404,8.0275,0.002655
2002-01,2002-01-01,2002-02-28,43,2001-01-01,2001-12-31,OWA,2,0.375621,0.225504,0.474873,3.947447,12.1413,235.6063,15.3495,0.005327
